,title,url,publish_time,publisher_name,scraper,db_id,body_text
87,Рынок ЦФА будет концентрироваться вокруг крупных банков,https://www.vedomosti.ru/finance/articles/2024/02/20/1021187-tsfa-budet-kontsentrirovatsya-vokrug-krupnih-bankov?utm_source=yxnews&utm_medium=desktop&utm_referrer=https%3A%2F%2Fdzen.ru%2Fnews%2Fsearch%3Ftext%3D,2024-02-20 00:00:00,Ведомости,dzen,,"Инфраструктура рынка цифровых финансовых активов (ЦФА) будет постепенно концентрироваться вокруг крупнейших банков, пишет рейтинговое агентство АКРА в новом обзоре. Этому будет способствовать наличие у банков обширных баз клиентов-физлиц, которым можно предлагать инвестиции в ЦФА наряду с прочими продуктами. А использование банковских приложений для этих целей упрощает процедуру регистрации новых инвесторов в информационной системе, отмечают в АКРА. Вдобавок у кредитных организаций есть сформированные портфели заемщиков-юрлиц, которые могут стать эмитентами ЦФА через уже используемую ими банковскую инфраструктуру.

Дальнейший вектор развития рынка ЦФА будет зависеть в основном от позиции его регулятора – Банка России, пишут аналитики АКРА. Сейчас к инвестициям в цифровые активы допущены с различными оговорками не только квалифицированные инвесторы и это оставляет довольно большое пространство для постепенного роста сегмента ЦФА в ближайшей перспективе, считают в агентстве. До конца 2025 г. рынок ЦФА вырастет до 250 млрд руб., прогнозирует АКРА. В «Эксперт РА» ранее прогнозировали объем рынка к концу 2024 г. на уровне 125 млрд руб., а число размещений – 300 шт. В умеренно оптимистичном сценарии АКРА к 2026 г. рынок может вырасти до 500 млрд руб., но эта цифра подвержена влиянию общеэкономических факторов. Еще более существенному росту рынка будет препятствовать ограниченная база инвесторов и лимиты годового объема инвестиций для неквалов (600 000 руб.), предупреждают в агентстве.

На рынке сейчас обращается около 350 ЦФА примерно на 60 млрд руб., подсчитали в АКРА. Преобладают при этом простейшие выпуски, которые удостоверяют прямые платежные требования к эмитентам и по своим параметрам аналогичны облигациям, отмечает агентство. Единичные ЦФА, выпущенные в 2023 г., имели более сложную структуру, например привязку вознаграждения к стоимости материальных активов, или были обеспечены обязательствами третьих лиц, к примеру дебиторской задолженностью, указывают авторы обзора.

Генеральный директор ООО «Токены» Максим Хрусталев согласен, что рынок ЦФА будет концентрироваться вокруг платформ крупных банков с учетом высокой надежности их инфраструктуры и богатого опыта работы с различными финансовыми инструментами. Потенциальный рост влияния банков, обладающих высокими кредитными рейтингами, положительно скажется на надежности рынка ЦФА с его завязанной на частных блокчейнах инфраструктурой, считает управляющий директор по рейтингам структурированного финансирования агентства «Эксперт РА» Александра Веролайнен. На пользу рынку будет и то, что у крупных банков есть богатый опыт оценки прозрачности эмитентов, добавляет она.

Сейчас только банки реализуют на практике заявленную идею ЦФА об отсутствии посредников, поскольку обладают собственной широкой клиентской базой, продолжает Веролайнен. Остальным платформам для рыночного размещения необходим посредник, например брокер, который в роли агента сможет гарантировать дистрибуцию ЦФА среди инвесторов, отмечает она. Но комиссия такого агента может сильно уменьшить выгоды от низкого вознаграждения самой площадки и снизить интерес эмитентов к выпуску активов на ней, указывают в «Эксперт РА». По этой причине небанковские платформы вынуждены быть более гибкими и креативными и предлагать как инвесторам, так и эмитентам нетиповые продукты, добавляет Веролайнен.

Инфраструктура ЦФА будет намного более разнообразной и конкурентной, чем традиционная банковская, уверен генеральный директор «ЦФА хаба» Игорь Кузьмичев. В дальнейшем будут расти сегменты клиентов и продуктов, недоступные для кредитных организаций с их сильно зарегулированными и формализованными комплаенс-процедурами, ожидает он. К тому же на финансовом рынке много профучастников помимо банков, которые не будут сами получать статус оператора, а станут искать партнерства с уже существующими операторами и скорее придут не к своим конкурентам – банкам, а к технологическим компаниям, добавляет он.

В результате концентрации инфраструктуры вокруг крупнейших банков развитие рынка ЦФА может привести не к инновациям на финансовом рынке, а лишь к замещению классических продуктов, говорит представитель Московской биржи. Впрочем, пока рано говорить о реализации того или иного сценария, возможности и перспективы ЦФА очень широки и централизация может произойти как вокруг крупных экосистем, так и вокруг синдиката крупнейших b2b-инвесторов или вокруг оператора обмена."
88,Центробанк установит валютный контроль над операциями с ЦФА,https://www.klerk.ru/buh/news/610303/?utm_source=yxnews&utm_medium=desktop&utm_referrer=https%3A%2F%2Fdzen.ru%2Fnews%2Fsearch%3Ftext%3D,2024-06-07 14:57:00,ИА Клерк.Ру,dzen,,"Резидентов и нерезидентов РФ обяжут ставить на учет в уполномоченном банке внешнеторговые договоры, по которым расчеты ведутся с помощью цифровых прав. Об этом пишут «Ведомости».

Бизнес обязан информировать регулятора об импортных контрактах, стоимость которых превышает 3 млн рублей, а также об экспортных соглашениях на сумму свыше 10 млн. Пороговые значения остались такими же, как для операций с традиционными валютами.

В марте 2024 года Владимир Путин подписал закон, который позволяет использовать ЦФА для оплаты внешнеторговых контрактов."
89,Для иностранных компаний определят правила владения ЦФА в России,https://bosfera.ru/press-release/dlya-inostrannyh-kompaniy-opredelyat-pravila-vladeniya-cfa-v-rossii?utm_source=yxnews&utm_medium=desktop&utm_referrer=https%3A%2F%2Fdzen.ru%2Fnews%2Fsearch%3Ftext%3D,2024-08-01 11:38:00,Банковское обозрение,dzen,,"31 июля 2024 года ЦБ опубликовал проект указания с требованиями к иностранному держателю ЦФА для публичного обсуждения. Хранить цифровые активы могут только те иностранные компании, которые по закону могут владеть и управлять ценными бумагами и имуществом в своей стране. Номинальные держатели — это профессиональные участники рынка, на лицевом счете которых учитываются права на ценные бумаги, принадлежащие другим лицам.

Эти компании должны будут предоставлять российским ОИС информацию о своих клиентах в течение семи дней с момента запроса. Номинальные держатели ЦФА будут обязаны раскрывать ФИО, гражданство, дату рождения, номер документа, удостоверяющего личность, и другие личные данные клиента. Иностранные держатели ЦФА также должны будут предоставлять и информацию о количестве цифровых активов, принадлежащих его клиентам, и сведения об идентификации этих активов.

30 июля 2024 года Госдума приняла законопроект, который разрешает использование иностранных цифровых прав в России. ЦБ теперь вправе установить запрет на квалификацию отдельных иностранных цифровых прав в качестве цифровых прав на российских блокчейн-площадках; установить дополнительные требования к иностранным цифровым правам; определять требования к лицам, которые вправе приобретать иностранные ЦФА."
90,Мосбиржа интегрирует игроков рынка ЦФА — нужен ли стране единый оператор,http://youtvnews.com/markets/17792?utm_source=yxnews&utm_medium=desktop&utm_referrer=https%3A%2F%2Fdzen.ru%2Fnews%2Fsearch%3Ftext%3D,2024-08-07 10:32:00,РИА ТВОИ Новости,dzen,,"Московская биржа получила ""мягкое согласие"" от российских платформ по выпуску ЦФА на интеграцию. Торговая площадка планирует стать оператором обмена для создания вторичного рынка цифровых активов.

В организации заявляют, что такая консолидация поможет создать единую полку имеющихся предложений, сделав торговлю ЦФА удобной и унифицированной, пишут аналитики ""СЭ"".

Компании, выпускающие цифровые активы, не против разработки общих правил торговли. Однако они не считают, что Мосбиржа должна быть единственной площадкой для работы.

Развитие нескольких торговых сервисов положительно скажется на конкуренции и качестве услуг, уверены участники рынка. Сейчас в реестре операторов числится также и СПБ Биржа."
91,ЦБ выявил нарушения у МФО при привлечении средств через ЦФА,https://www.vedomosti.ru/finance/articles/2024/03/29/1028870-tsb-napomnil-mfo-ob-ogranicheniyah?utm_source=yxnews&utm_medium=desktop&utm_referrer=https%3A%2F%2Fdzen.ru%2Fnews%2Fsearch%3Ftext%3D,2024-03-29 18:41:00,Ведомости,dzen,,"Статья 12 закона 151-ФЗ «О микрофинансовой деятельности и микрофинансовых организациях» запрещает микрофинансовым (МФК) и микрокредитным (МКК) компаниям привлекать средства граждан и ИП, если те не являются их учредителями или акционерами. Исключением для МФК также является заключение договора с одним кредитором – физлицом или ИП, если сумма основного долга на весь срок действия документа составляет не менее 1,5 млн руб. Средства можно получить и путем продажи облигаций на организованных торгах, если рейтинг МФК не ниже установленного ЦБ. Без соблюдения уровня рейтинга и не на организованных торгах облигации МФК могут покупать также квалифицированные инвесторы.

Одной из первых МФО, выпустившей цифровые финансовые активы, был финтех-сервис Carmoney: в конце декабря 2023 г. компания разместила на площадке «Токеон» ЦФА на 40 млн руб. сроком обращения три месяца. Токены являлись аналогом облигаций с коротким сроком обращения и фиксированным купоном, уточнили тогда в Carmoney.

Carmoney не единственное МФО, кто выпускал ЦФА. Как минимум еще одна МФК – «Бро22» – в декабре 2023 г. выпустила цифровые активы для квалифицированных инвесторов на платформе Альфа-банка со сроком погашения один год и доходностью 22% годовых. Согласно документам, компания выпустила 34 ЦФА с ценой 1,5 млн руб. за один актив.

Директор по управлению корпоративными финансами Carmoney Артем Саратикян передал «Ведомостям» через представителя, что компания учитывала ограничения, указанные в профильном законе. По его словам, выпуск ЦФА был клубным и его выкупили институциональные и квалифицированные инвесторы, что разрешено законодательством. Как уточнили в компании, предписаний о нарушении со стороны Банка России не поступало, а их факт всегда фиксируется регулятором. Carmoney планирует продолжить выпуск цифровых активов в будущем, добавил Саратикян. Директор по развитию «Токеона» Артем Лаптев добавил, что платформа проявляет должную осмотрительность при принятии клиентов на обслуживание и все выпуски проходят строго с соблюдением законодательства.

Для «Бро22» выпуск ЦФА был пилотным, компания провела его в формате закрытой подписки, говорит ее гендиректор Денис Павлов: «Безусловно, размещение проводилось с учетом ограничений ФЗ 151, для чего, в том числе, нами запрашивались разъяснения Банка России». В дальнейшем компания планирует рассмотреть возможность привлечения фондирования в виде ЦФА уже в формате рыночного размещения для широкого круга инвесторов, соблюдая требования ЦБ, резюмировал он.

В «Атомайзе», «Лайтхаусе» и «Мастерчейне» сообщили, что не готовили к размещению выпуски цифровых активов от микрофинансовых организаций. Генеральный директор «Лайтхауса» Денис Иорданиди отдельно подчеркнул, что платформа не рассматривает такую возможность ни сейчас, ни в будущем.

Иорданиди считает, что компания Carmoney не могла не знать о законодательных ограничениях и учитывала риски при размещении. Он пояснил, что Банк России и закон о ЦФА возлагают на операторов по выпуску ЦФА часть контрольных функций. Поэтому, продолжает Иорданиди, платформы проводят не только скоринг эмитентов (проверку финансовой устойчивости компаний), но и выявляют возможные стоп-факторы с точки зрения законодательства при подготовке выпусков. Такую работу проводит и «Атомайз»: при необходимости площадка консультируется с ЦБ по допустимой конфигурации и параметрам планируемых ЦФА, добавил генеральный директор платформы Алексей Илясов.

Если ЦБ пишет о случаях нарушения ограничений – значит, они были, говорит генеральный директор юридического бюро Sagrada Legal, председатель комиссии по ЦФА Торгово-промышленной палаты Олег Ушаков. Но сам он не слышал о таких случаях. Вместе с тем Банк России не устанавливает дополнительных ограничений, а совершенно правильно обращает внимание на те ограничения, которые есть в законе об МФО, отмечает Ушаков. ЦФА – это лишь способ привлечения финансирования, что не отменяет особенностей регулирования специального законодательства, подчеркивает он.

С ним согласен и председатель совета СРО «Мир» Эльман Мехтиев, подчеркнувший, что существующее регулирование никто не отменял. Возможно, в будущем с ростом таких источников финансирования станет ясно, что риски минимальны или контролируемы, и будут внесены правки в регулирование в этой части, полагает он."
92,Национальный расчетный депозитарий провел первую сделку с участием оператора обмена ЦФА,https://www.klerk.ru/buh/news/581662/?utm_source=yxnews&utm_medium=desktop&utm_referrer=https%3A%2F%2Fdzen.ru%2Fnews%2Fsearch%3Ftext%3D,2023-09-26 16:17:00,ИА Клерк.Ру,dzen,,"25 сентября состоялась первая в России сделка с участием оператора обмена цифровыми финансовыми активами (ЦФА). Об этом пишет «Коммерсант».

Выпуск активов представляет собой денежное требование объемом 100 млн рублей, срок обращения – 1 день, а ставка – 13% годовых.

ЦФА были распроданы на Московской бирже, но покупатель не раскрывается.

3 августа 2023 года НРД включили в реестр операторов информационных систем, которые имеют право выпускать ЦФА. В реестр обмена ЦФА входит только Московская биржа.

С появлением более активного вторичного рынка можно ожидать активизации инвесторов и их интереса к ЦФА, — сказал основатель Cross Finance Александр Мамасидиков.

Сейчас номинальный объем выпусков ЦФА приближается к 40 млрд рублей. Всего было запущено 120 выпусков цифровых активов.

Гендиректор «Атомайз» Екатерина Фроловичева рассказала, что сейчас не проводится регулярных сделок на вторичном рынке ЦФА.

Ближайшая сделка может состояться 1 ноября 2023 года с цифровыми активами на площадке Альфа-банка."
93,Вторичный рынок ЦФА будет запущен к концу года,https://indicator.ru/mathematics/vtorichnyi-rynok-cfa-budet-zapushen-k-koncu-goda-16-08-2024.htm,2024-08-16 14:23:05,Indicator,rss,,"Алексей Илясов, генеральный директор «Атомайз» (экосистема «Интерроса») рассказал о том, что до конца 2024 года на одной из платформ операторов информационных систем появится полноценный «стакан» с маркетмейкерской программой. Это сделает вторичный рынок удобным для инвесторов. Об этом он сообщил в большой статье для «Банковского обозрения».

По словам Илясова, вторичный рынок ЦФА в данный момент сдерживается по нескольким причинам. Например, сейчас отсутствует совместимость платформ: из-за этого ЦФА, купленные на одной платформе, нельзя продать на другой. Также остро стоят вопросы регулирования, а рынок сдерживает запрет на упрощенную идентификацию через Госуслуги и отсутствие базы квалифицированных инвесторов.

Годовой лимит в 600 тысяч рублей сильно сдерживает возможности для торговли ЦФА для неквалифицированных инвесторов. Из-за этого последние предпочитают пользоваться другими инвестиционными инструментами.

Еще одно ограничение касается того, что ЦФА не включены в общую налоговую базу. Из-за этого компаниям невыгодно использовать ЦФА. Решить проблему можно, наладив систему налогового регулирования — это бы открыло новые возможности для цифровых активов.

Еще одна проблема заключается в том, что ЦФА нельзя включать в доверительное управление или паевые инвестиционные фонды.

Илясов подытожил: операторы информационных систем, бизнес-сообщество и регулятор готовятся к запуску вторичного рынка ЦфА. Банк России активно поддерживает этот процесс. До конца года как минимум на одной из платформ появится полноценный «стакан» с маркетмейкерской программой, что сделает «вторичку» удобной для инвесторов."
94,Машинский: торги криптой могут организовать площадки из реестра операторов ЦФА,https://1prime.ru/20240730/kriptovalyuta-850554478.html?utm_source=yxnews&utm_medium=desktop&utm_referrer=https%3A%2F%2Fdzen.ru%2Fnews%2Fsearch%3Ftext%3D,2024-07-30 22:01:00,ПРАЙМ,dzen,,
95,АКРА утвердило методологию присвоения рейтингов ЦФА,https://www.vedomosti.ru/investments/news/2023/09/05/993533-akra-utverdilo-metodologiyu-prisvoeniya-reitingov-tsfa?utm_source=yxnews&utm_medium=desktop&utm_referrer=https%3A%2F%2Fdzen.ru%2Fnews%2Fsearch%3Ftext%3D,2023-09-05 15:23:00,Ведомости,dzen,,"Как поясняет агентство, методология позволяет присваивать кредитные рейтинги различным по структуре выпускам ЦФА, для которых характерны разные источники кредитного риска. В рамках применения методологии агентство планирует осуществлять анализ ключевых особенностей рейтингуемых выпусков ЦФА.

АКРА указывает на то, что ЦФА по своей экономической сути представляют собой широкий класс финансовых инструментов, которые могут обладать как исключительно долговыми характеристиками, так и «гибридными». Отличительной особенностью ЦФА является способ выпуска, учета и обращения, осуществляемые в цифровой форме операторами информационных систем (ОИС), отмечает агентство.

АКРА полагает, что при определении кредитного качества ЦФА должны учитываться собственные риски ОИС. В то же время агентство указывает на то, что, пока рынок находится на раннем этапе становления, невозможно осуществить полноценную оценку кредитоспособности всех ОИС, включенных в реестр.

В связи с этим АКРА не будет применять методологию в тех случаях, когда имеется информация, свидетельствующая о существенном влиянии рисков ОИС на кредитное качество анализируемого инструмента ЦФА. При появлении такой информации действующие рейтинги ЦФА могут быть отозваны.

Закон о ЦФА вступил в силу в России в январе 2021 г. В перечне операторов по выпуску ЦФА уже находятся «СПБ биржа», Atomyze, «Лайтхаус», Сбербанк, Альфа-банк, «Системы распределенного реестра» («Мастерчейн»), «Токены» и «Еврофинанс Моснарбанк». В реестр операторов обмена ЦФА 3 августа была включена и Мосбиржа."
96,НАУФОР предложила регулировать стейблкоины как облигации в виде ЦФА,https://plusworld.ru/articles/60510/?utm_source=yxnews&utm_medium=desktop&utm_referrer=https%3A%2F%2Fdzen.ru%2Fnews%2Fsearch%3Ftext%3D,2024-08-12 16:12:00,ПЛАС,dzen,,"В Национальной ассоциации участников фондового рынка (НАУФОР) считают, что среди традиционных активов такими же качествами как у стейблкоинов обладают структурные облигации. По мнению НАУФОР, криптовалюты можно причислить к цифровым финансовым активам (ЦФА) и использовать как эффективный финансовый инструмент.

При контроле этого рынка и его рисков следует руководствоваться общими подходами к регулированию рынка традиционных финансовых инструментов, уверены в ассоциации брокеров.

Стейблкоины в России могут быть использованы для хеджирования валютных рисков компаниями, ведущими внешнеэкономическую деятельность, для диверсификации рисков финансовыми институтами, а также для получения дохода от операций на денежном рынке, считают участники фондового рынка."
97,"НРА оценило текущее состояние рынка ЦФА в России, риски и перспективы",https://1prime.ru/20240712/tsfa-850053457.html?utm_source=yxnews&utm_medium=desktop&utm_referrer=https%3A%2F%2Fdzen.ru%2Fnews%2Fsearch%3Ftext%3D,2024-07-12 13:44:00,ПРАЙМ,dzen,,
98,Совкомбанк разместил первый выпуск ЦФА объемом 405 млн рублей на СПб-бирже,https://tass.ru/ekonomika/21654985?utm_source=yxnews&utm_medium=desktop&utm_referrer=https%3A%2F%2Fdzen.ru%2Fnews%2Fsearch%3Ftext%3D,2024-08-21 15:46:00,ТАСС,dzen,,"МОСКВА, 21 августа. /ТАСС/. Совкомбанк провел размещение первого выпуска цифровых финансовых активов (ЦФА) в информационной системе СПб-биржи. Об этом говорится в сообщении торговой площадки.

""Размещенные ЦФА являются цифровым аналогом краткосрочных облигаций и представляют собой право на денежное требование с фиксированным процентным доходом - 20% годовых. Объем эмиссии составил 405 тыс. ЦФА номиналом 1 тыс. рублей каждый на общую сумму 405 млн рублей. ЦФА выпущены на шесть месяцев"", - сообщила биржа.

Особенность размещения состоит в том, что клиенты Совкомбанка смогли приобрести цифровые финансовые активы путем подачи поручения своему депозитарию без необходимости становиться прямым пользователем информационной системы СПб-биржи. В результате весь объем размещенных ЦФА был выкуплен в день размещения.

""ЦФА уже перестали быть экзотикой для клиентов. Этот инструмент прост и удобен как для инвесторов, так и для эмитента. В данном случае ПАО ""Совкомбанк"" выступил не только как эмитент, но и как посредник, который максимально упростил для своих клиентов процесс участия в размещении. Мы рады началу продуктивного сотрудничества с ПАО ""Совкомбанк"" в этом новом направлении"", - прокомментировал генеральный директор СПб-биржи Евгений Сердюков."
99,Безопасность ЦФА должна соответствовать строгим стандартам информационной безопасности,https://smotrim.ru/article/4019803?utm_source=yxnews&utm_medium=desktop&utm_referrer=https%3A%2F%2Fdzen.ru%2Fnews%2Fsearch%3Ftext%3D,2024-06-27 06:00:00,Smotrim.ru,dzen,,"Цифровые финансовые активы (ЦФА) стремительно развиваются в РФ, опережая мировые темпы. Российскому рынку ЦФА 28 июня исполнится 2 года, уже спустя год объем рынка ЦФА составлял уже более 25 млрд руб., размещен 51 эмитент и 108 выпусков. А к концу первого квартала цифра уже выросла кратно – общий объем сделок по итогам 2023 года и I квартала 2024 года, по данным ЦБ РФ, превысил 282 млрд рублей.

Следует отметить, что спрос крайне высок. Например, в мае Ростелеком проводил размещение ЦФА на платформе цифровых активов Сбера объёмом в 1 млрд. рублей – которые были проданы в полном объёме.

Компании также стараются максимально диверсифицировать типы ЦФА и предлагают всё новые и новые формы, механизмы и типы ЦФА для инвесторов. В частности, в начале июня венчурный фонд ""Восход"" (входит в группу ""Интеррос"") на платформе ""Атомайз"" открыл книгу заявок для выпуска первых в России венчурных цифровых финансовых активов – планируется выпустить токены на 260 млн руб., направив привлеченные средства на покупку доли в фудтех-стартапе Qummy.

Безопасность ЦФА – один из ключевых вопросов, который активно возникает в последнее время, особенно в связи с волной новостей о новых и новых взломах и кибератаках со стороны хакеров. Хотя ЦФА основаны на распределенных реестрах, в плане подходов к безопасности у них мало общего с различными криптобиржами и прочими блокчейн-проектами, которые то и дело появляются в новостях в связи со взломами и хакерскими атаками. Их уровень безопасности ближе к крупным банкам – требования ЦБ включают в себя серьёзный подход к IT-инфраструктуре и информационной безопасности.

Однако всё равно возникает вопрос – насколько хорош этот уровень безопасности и достаточен ли он в настоящее время с учётом возросших киберугроз? Бизнес готов обсуждать подобные вопросы – в частности, Комиссия по развитию цифровых финансовых технологий Ассоциации менеджеров при партнёрстве с группой ""Интеррос"", представители проведут конференцию, где обсудят ряд мер в сфере цифровой безопасности в финансовом секторе с привязкой к ЦФА.

В первом приближении ЦФА гораздо лучше защищены, чем другие финансовые активы. В результате применения технологии распределенных реестров (блокчейн), клиент генерирует для каждой сделки свой персональный ключ-пароль, а смарт-контракт исполняет запрос. Большое преимущество технологии в том, что внести изменения в запись на блокчейне, которая была сделана ранее, невозможно. Также операцию достаточно просто отследить, так как сама система блокчейна прозрачна.

Фактически, единственный возможный ограничитель в использовании ЦФА в ближайшей перспективе – это необходимость развития финансовой грамотности среди населения – потенциальных потребителей финансовых услуг. Для многих цифровые финансовые активы – это то же самое, что и биткоин, хотя это далеко не так. Важно понимать, что ЦФА – это, по сути, новая стадия эволюции финансовой системы, основанной на прозрачности, простоте работы и безопасности."
100,Александр Абрамов: Эволюция управления активами,https://www.finversia.ru/obsor/blogs/aleksandr-abramov-evolyutsiya-upravleniya-aktivami-144583?utm_source=yxnews&utm_medium=desktop&utm_referrer=https%3A%2F%2Fdzen.ru%2Fnews%2Fsearch%3Ftext%3D,2024-08-29 18:45:00,Finversia,dzen,,"В 2024 г. Экономисты M. Reinganum и K. Blay из CFA Institute Research Foundation опубликовал интересную монографию о эволюции услуг по управлению активами в мире за последние 60 лет и перспективах кастомизации (персонификации) финансовых услуг. По мнению авторов, «мы находимся на пороге кардинальных перемен в индустрии управления активами»

Почти 50 лет (с середины 1970-х) в сфере управления активами центральное место занимала конкуренция между активным и пассивным управлением. Авторы называют это эпохой «недорогой, широкодоступной, широкой, коллективной диверсификации». Эта диверсификация была реализована в форме коллективных индексных фондов -ETFи взаимных фондов. На рис.1 приводятся данные о соотношении активных и индексных портфелей по разным активам в мире.

В 1990-2000-х гг. благодаря идеям академических исследований активно развивались стратегии факторного инвестирования, представляющие собой пассивные портфели, отобранные из акций на основании различных финансовых мультипликаторов (размера компании, P/BV, momentum, div. yield и др.).

С 2000-х гг. росла популярность пассивных фондов со «smart beta» стратегиями. (В отличие от факторных стратегий, где выбранные по определенному признаку акции имеют веса в портфеле в зависимости от капитализации, в smart beta портфелях выбранные по определенному признаку акции «взвешиваются» в портфелях в зависимости от значения того или иного мультипликатора, а не капитализации). На рис.2 приводятся данные о росте популярности указанных стратегий.

Сейчас наблюдается новый тренд. По мнению авторов, различие между активным и пассивным управлением становится все менее актуальным, отрасль управления активами движется в сторону кастомизации портфелей инвесторов. Это означает, что основные активы клиентов будут находиться на их активно-управляемых индивидуальных счетах. Эти активы будут включать акции, облигации и иные финансовые инструменты и лишь отчасти фонды. При этом портфели на таких счетах не будут уступать ETF и MFs по диверсификации, ликвидности и размеру комиссий за управление. Это смогут обеспечить новые технологии, новая волна финтеха. Кастомизация портфелей принесет дополнительные выгоды инвесторам, она позволит лучше достигать результатов, соответствующих их конкретным потребностям и предпочтениям.

Такие изменения не случатся в одночасье. Но они несут в себе серьезный вызов управляющим компаниям, ставя их перед лицом структурирования бизнеса, смысл которого состоит в переходе от предложения управления активами как продукта к предложениям управления активами как услуги.

Мой комментарий. С нашим научным коллективом мы давно выступаем за идеи кастомизации (персонификации) индивидуальных портфелей инвесторов. В дополнение к авторам монографии добавил бы, что этот процесс на многих рынках уже идет давно, только в более простых, пассивных формах. Диверсифицированный портфель из разных ETFs у робо-эдвайзора с низкими комиссиями – сегодня это самый типичный пример такой кастомизации. По моему мнению, наш рынок пока находится в стороне от трендов, рассмотренных в монографии Института CFA. В коллективных инвестициях мы находимся где-то в начале 1990-х. У нас нет ни пассивных фондов с факторными стратегиями, ни смарт бета фондов. Любые продукты с низкими комиссиями, кастомизацией и свободой осознанного выбора у частных инвесторов, это пока не для нас. В этом смысле тот же ПДС – «общая похлебка для всех», типичное решение, противоположное тренду кастомизации. Но я оптимист, прогресс – дело сложное, можно радоваться и тому, что есть и надеяться на лучшее будущее."
